"ID";"w1_q1";"w1_q2";"w1_q3";"w1_q3_txt";"w1_q4x1";"w1_q4x2";"w1_q4x3";"w1_q4x4";"w1_q4x5";"w1_q4x6";"w1_q4x7";"w1_q4x8";"w1_q5x1";"w1_q5x2";"w1_q5x3";"w1_q5x4";"w1_q17x1";"w1_q17x2";"w1_q17x3";"w1_q17x4";"w1_q17x5";"w1_q17x6";"w1_q18x1";"w1_q18x2";"w1_q18x3";"w1_q18x4";"w1_q18x5";"w1_q18x6";"w1_q19";"w1_q20";"w1_q21";"w1_q52x1";"w1_q52x2";"w1_q52x3";"w1_q52x4";"w1_q52x5";"w1_q53x1";"w1_q53x2";"w1_q53x3";"w1_q53x4";"w1_q53x5";"w1_q56";"w1_q64";"w1_q73";"w1_q74";"w3_q1";"w3_q2";"w3_q3";"w3_q4";"w3_q5";"w3_q6";"w3_q7";"w3_q8";"w3_q9x1";"w3_q9x2";"w3_q9x3";"w3_q9x4";"w3_q9x5";"w3_q9x6";"w3_q9x6_txt";"w3_q9x7";"w3_q10";"w3_q11";"w3_q12";"w3_q13";"w3_q14";"w3_q15";"w3_q16";"w3_q17";"w3_q18";"w3_q19";"w3_q20";"w3_q21";"w3_q22";"w3_q23";"w3_q24";"w3_q25";"w3_q31";"w3_q32";"w3_q35";"w3_q36";"PE_w3_pe_emissions";"PE_w3_pe_timer_submit";"PE_w3_pe_click_count";"PE_w3_pe_change";"PE_w3_q59";"PE_w3_q60";"PE_w3_q61"
2680;1958;"female";"vocational apprenticeship, vocational school, secondary vocational school";NA;NA;NA;NA;NA;NA;NA;"pensioner, retired (ie ahv, iv)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"strongly agree";"agree";"agree";"agree";"agree";"neither agree nor disagree";"agree";"agree";"agree";"strongly agree";"9";"good";"4001 to 6000 chf";"4001 to 6000 chf";"yes";"i own a car";"petrol (gas) engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";"6000";15000;"1 day per week";30;NA;NA;NA;NA;NA;NA;NA;"selected";"i have not flown and do not plan to fly in 2022";NA;NA;NA;"several times a month";100;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished between 1980 and 2010";2;98;"heating oil";"no";"very worried";"7";"5";"2";25.12;77.839;6;"emissions have changed";NA;"9";"9"
2681;1964;"male";"university of applied sciences, university of education";NA;NA;"employed, in the private sector";NA;NA;NA;"engaged in household work, caring for dependents (ie children / elderly)";NA;NA;NA;"part time";NA;NA;NA;NA;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4 days";NA;"yes, 1 days per week";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"agree";"strongly agree";"agree";"agree";"neither agree nor disagree";"neither agree nor disagree";"3";"good";"6001 to 8000 chf";"10001 to 12000 chf";"yes";"someone in my household owns a car that i can use when necessary";"diesel engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";NA;10000;"3 days per week";3;NA;NA;NA;NA;NA;NA;NA;"selected";"i have not flown and do not plan to fly in 2022";NA;NA;NA;"daily";200;200;"s-pedelec (up to 1000w engine und electric assistance up to 45km / h)";"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"semi-detached house / terraced house";"built / refurbished since 2010";4;160;"district heating";"no";"extremely worried";"8";"8";"8";4.42;113.748;34;"emissions have changed";"yes";"7";"7"
2683;1959;"female";"vocational apprenticeship, vocational school, secondary vocational school";NA;NA;NA;NA;NA;NA;NA;"pensioner, retired (ie ahv, iv)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"agree";"agree";"agree";"strongly agree";"agree";"agree";"neither agree nor disagree";"agree";"neither agree nor disagree";"agree";"6";"good";"under 2000 chf";"4001 to 6000 chf";"yes";"i own a car";"petrol (gas) engine";"compact hatchback (eg vw polo, skoda fabia, renault zoe)";"6000";5000;"4 days per week";270;"selected";NA;NA;NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";0;1;0;"never";NA;NA;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"flat / apartment";"built / refurbished between 1980 and 2010";2;68;"natural gas";"no";"somewhat worried";"4";"6";"4";16.34;88.337;10;"emissions have changed";"no";"5";"3"
2685;1957;"female";"vocational apprenticeship, vocational school, secondary vocational school";NA;NA;NA;NA;NA;NA;"engaged in household work, caring for dependents (ie children / elderly)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"agree";"strongly agree";"agree";"agree";"agree";NA;"strongly agree";"agree";"neither agree nor disagree";NA;"4";"fair";NA;"6001 to 8000 chf";"yes";"i own a car";"petrol (gas) engine";"large suv, van, truck, sports car (eg vw tiguan, seat ateca, porsche 911)";"36000";15000;"1 day per week";15;NA;NA;NA;NA;NA;NA;NA;"selected";"i have not flown and do not plan to fly in 2022";NA;NA;NA;"several times a month";30;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"semi-detached house / terraced house";"built / refurbished between 1980 and 2010";2;150;"heating oil";"no";"very worried";"7";"8";"8";35.76;132.16;21;"emissions have changed";NA;"6";"6"
2687;1978;"male";"university / eth";NA;NA;"employed, in the private sector";NA;NA;NA;"engaged in household work, caring for dependents (ie children / elderly)";NA;NA;NA;"part time";NA;NA;NA;60;5;NA;2;NA;NA;NA;NA;NA;NA;NA;"3 days";NA;"yes, 1 days per week";"strongly agree";"strongly agree";"agree";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"agree";"strongly agree";"neither agree nor disagree";"3";"very good";NA;NA;"yes";"i am a member of a car-sharing organization (eg mobility)";"petrol (gas) engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";NA;1000;"5 days per week";400;"selected";NA;NA;NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";0;0;4;"daily";120;0;NA;"flexitarian (eg limited meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"detached house";"built / refurbished between 1980 and 2010";4;150;"natural gas";"yes";"extremely worried";"9";"completely confident 10";"completely confident 10";53.91;235.031;61;"emissions have changed";NA;"7";"3"
2688;1991;"female";"university of applied sciences, university of education";NA;"employed, in the public sector (municipality, canton, federal government)";NA;NA;NA;NA;NA;NA;NA;"part time";NA;NA;NA;NA;24;5;NA;1;NA;NA;NA;NA;NA;NA;NA;"5 days";NA;"no, i do not have the possibility to work at home";"strongly agree";"strongly agree";"agree";"strongly agree";"agree";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"3";"good";"4001 to 6000 chf";"4001 to 6000 chf";"yes";"someone in my household owns a car that i can use when necessary";"petrol (gas) engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";NA;1000;"5 days per week";5;NA;"selected";NA;NA;"selected";NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"daily";0;80;"e-bike (up to 500w engine and electric assistance up to 25km / h)";"flexitarian (eg limited meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished since 2010";2;105;NA;"no";"very worried";"8";"6";"4";12.9;91.943;8;"emissions have changed";"no";"not at all expensive 0";"5"
2689;1981;"male";"university / eth";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"part time";NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2 days";NA;"yes, 2 days per week";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"agree";"4";"good";"6001 to 8000 chf";"10001 to 12000 chf";"yes";"i am a member of a car-sharing organization (eg mobility)";"electric motor (solely electric battery powered)";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";NA;1000;"3 days per week";20;"selected";NA;NA;NA;NA;NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"several times a week";20;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished since 2010";4;100;"natural gas";"no";"extremely worried";"a great deal 10";"3";"6";11.97;138.119;45;"emissions have changed";NA;"2";"2"
2690;1948;"female";"vocational apprenticeship, vocational school, secondary vocational school";NA;NA;NA;NA;NA;NA;NA;"pensioner, retired (ie ahv, iv)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"agree";"agree";"neither agree nor disagree";"agree";"agree";"agree";"strongly agree";"agree";"neither agree nor disagree";"agree";"5";"good";"2001 to 4000 chf";"2001 to 4000 chf";"yes";"i own a car";"petrol (gas) engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";"26000";13000;"never";NA;NA;"selected";NA;NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";2;2;0;"several times a month";30;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"flat / apartment";"built / refurbished between 1980 and 2010";1;115;"heating pump";"no";"very worried";"3";"3";"2";12.97;136.84;48;"emissions have changed";"no";"5";"5"
2694;1952;"female";NA;NA;NA;NA;NA;NA;NA;NA;"pensioner, retired (ie ahv, iv)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"agree";"strongly agree";"strongly agree";"neither agree nor disagree";"agree";"neither agree nor disagree";"neither agree nor disagree";"agree";"disagree";"neither agree nor disagree";"5";"fair";NA;NA;"no";NA;NA;NA;NA;NA;"never";NA;NA;NA;NA;NA;NA;NA;NA;"selected";"i have flown or plan to fly in 2022";1;1;0;"rarely";2;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"flat / apartment";"built / refurbished between 1980 and 2010";2;128;"heating pump";"no";"somewhat worried";"6";"6";"6";7.61;18.682;1;"no change to emissions";"yes";"5";"6"
2697;1968;"male";"university of applied sciences, university of education";NA;"employed, in the public sector (municipality, canton, federal government)";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;NA;10;NA;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5 days";NA;"no, i do not have the possibility to work at home";"agree";"agree";"disagree";"strongly agree";"agree";"disagree";"neither agree nor disagree";"agree";"disagree";"agree";"6";"good";"8001 to 10000 chf";"8001 to 10000 chf";"yes";"i own a car";"petrol (gas) engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";"12000";10000;"never";NA;NA;NA;NA;NA;NA;NA;NA;"selected";"i have not flown and do not plan to fly in 2022";NA;NA;NA;"several times a week";0;80;"e-bike (up to 500w engine and electric assistance up to 25km / h)";"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"semi-detached house / terraced house";"built / refurbished before 1980 (old)";4;120;"natural gas";"no";"somewhat worried";"7";"8";"1";40.3;163.263;42;"emissions have changed";"no";"7";"7"
2699;1984;"male";"matura, vocational school certificate";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"part time";NA;NA;NA;26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4 days";NA;"yes, 4 days per week";"strongly agree";"agree";"strongly agree";"strongly agree";"agree";"disagree";"neither agree nor disagree";"agree";"strongly agree";NA;"2";"good";"4001 to 6000 chf";"10001 to 12000 chf";"yes";"someone in my household owns a car that i can use when necessary";"petrol (gas) engine";"compact hatchback (eg vw polo, skoda fabia, renault zoe)";NA;5000;"4 days per week";80;NA;NA;"selected";NA;NA;NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"several times a week";60;0;NA;"flexitarian (eg limited meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished since 2010";2;100;"district heating";"no";"somewhat worried";"7";NA;NA;3.05;224.895;11;"no change to emissions";"no";"extremely expensive 10";"extremely difficult 10"
2701;1962;"male";"higher technical / vocational training (eg federal certificate, master craftsmans diploma)";NA;NA;"employed, in the private sector";"employed, self-employed";NA;NA;NA;NA;NA;NA;"full time";"part time";NA;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;"5 days";NA;"no, i do not have the possibility to work at home";"disagree strongly";"agree";"agree";"strongly agree";"disagree";"strongly agree";"agree";"agree";"disagree";"agree";"8";"very good";"6001 to 8000 chf";"6001 to 8000 chf";"yes";"i own a car";"petrol (gas) engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";"8000";5000;"3 days per week";15;NA;"selected";NA;NA;NA;NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"several times a week";20;20;"e-bike (up to 500w engine and electric assistance up to 25km / h)";"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished between 1980 and 2010";1;80;"heating oil";"no";"somewhat worried";"7";"7";"not at all confident 0";19.03;26.547;4;"no change to emissions";"yes";"not at all expensive 0";"not at all difficult 0"
2703;1957;"female";"vocational apprenticeship, vocational school, secondary vocational school";NA;NA;NA;NA;NA;NA;NA;"pensioner, retired (ie ahv, iv)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"strongly agree";"strongly agree";"strongly agree";"strongly agree";"disagree";"agree";"agree";"strongly agree";"agree";"agree";"7";"good";"2001 to 4000 chf";NA;"yes";"i own a car";"petrol (gas) engine";"compact hatchback (eg vw polo, skoda fabia, renault zoe)";"8000";4000;"1 day per week";15;NA;"selected";NA;NA;NA;NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"never";NA;NA;NA;"vegetarian (eg cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"detached house";"built / refurbished before 1980 (old)";1;360;"heating pump";"yes";"somewhat worried";"4";"3";"1";20.81;164.638;34;"emissions have changed";NA;"5";"7"
2704;1949;"male";"university / eth";NA;NA;NA;NA;NA;NA;NA;"pensioner, retired (ie ahv, iv)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"strongly agree";"strongly agree";"agree";"strongly agree";"agree";"agree";"agree";"strongly agree";"agree";NA;"3";"fair";"4001 to 6000 chf";"6001 to 8000 chf";"yes";"i own a car";"petrol (gas) engine";"compact hatchback (eg vw polo, skoda fabia, renault zoe)";"6000";7000;"never";NA;NA;NA;NA;NA;NA;NA;NA;"selected";"i have not flown and do not plan to fly in 2022";NA;NA;NA;"several times a week";10;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"flat / apartment";"built / refurbished between 1980 and 2010";3;135;"heating pump";"no";"very worried";"7";"5";"8";6.94;166.06;10;"emissions have changed";"no";"3";"4"
2705;1973;"female";"university / eth";NA;NA;NA;NA;NA;NA;"engaged in household work, caring for dependents (ie children / elderly)";NA;"engaged in voluntary work";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"neither agree nor disagree";"disagree";"disagree";"agree";"neither agree nor disagree";"neither agree nor disagree";"disagree";"strongly agree";"disagree";"agree";"6";"very good";"4001 to 6000 chf";"16001 to 18000 chf";"yes";"i own a car";"petrol (gas) engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";"22000";15000;"5 days per week";75;NA;NA;"selected";NA;NA;NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"never";NA;NA;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished before 1980 (old)";1;65;NA;"no";"somewhat worried";"6";"5";"5";26.49;124.408;25;"emissions have changed";"no";"9";"8"
2706;1941;"female";"higher technical / vocational training (eg federal certificate, master craftsmans diploma)";NA;NA;NA;NA;NA;NA;NA;"pensioner, retired (ie ahv, iv)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"agree";"neither agree nor disagree";"agree";"agree";"disagree";"agree";"agree";"agree";"neither agree nor disagree";"agree";"4";"good";NA;"14001 to 16000 chf";"yes";"someone in my household owns a car that i can use when necessary";"petrol (gas) engine";"large suv, van, truck, sports car (eg vw tiguan, seat ateca, porsche 911)";NA;4000;"1 day per week";60;NA;"selected";NA;NA;NA;NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"never";NA;NA;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"detached house";"built / refurbished since 2010";2;152;NA;"yes";"very worried";"a great deal 10";"7";"3";19.28;240.537;39;"emissions have changed";NA;"5";"2"
2707;1967;"male";"vocational apprenticeship, vocational school, secondary vocational school";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;NA;30;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;"5 days";NA;"no, i do not have the possibility to work at home";"agree";"agree";"agree";NA;NA;NA;"agree";NA;NA;NA;"5";"good";"6001 to 8000 chf";"6001 to 8000 chf";"yes";"i own a car";"petrol (gas) engine";"compact hatchback (eg vw polo, skoda fabia, renault zoe)";"14000";15000;"6 days per week";400;"selected";NA;NA;NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";0;1;0;"several times a month";20;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished between 1980 and 2010";2;98;NA;"no";"very worried";"6";"6";NA;24.61;382.04;86;"emissions have changed";NA;"extremely expensive 10";"extremely difficult 10"
2708;1972;"male";"university of applied sciences, university of education";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;60;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5 days";NA;"no, i do not have the possibility to work at home";"disagree";"disagree";"disagree";"disagree";"agree";"disagree";"neither agree nor disagree";"disagree";"neither agree nor disagree";"agree";"5";"good";"6001 to 8000 chf";"6001 to 8000 chf";"yes";"i own a car";"diesel engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";"2000";18000;"never";NA;NA;"selected";NA;NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";2;2;0;"daily";7;0;NA;"flexitarian (eg limited meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"semi-detached house / terraced house";"built / refurbished between 1980 and 2010";1;80;"heating oil";"no";"not very worried";"4";"5";"3";26.81;178.212;51;"emissions have changed";"yes";"2";"4"
2710;1972;"male";"vocational apprenticeship, vocational school, secondary vocational school";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5 days";NA;"yes, 5 days per week";"neither agree nor disagree";"neither agree nor disagree";"neither agree nor disagree";"neither agree nor disagree";"disagree";"disagree";"disagree";"disagree";"disagree strongly";"disagree";"10 (right)";"good";"2001 to 4000 chf";"2001 to 4000 chf";"yes";"i own a car";"(plug-in) hybrid combinaton of electric motor and petrol or diesel engine";"compact hatchback (eg vw polo, skoda fabia, renault zoe)";"16000";12000;"never";NA;NA;NA;NA;NA;NA;NA;NA;"selected";"i have flown or plan to fly in 2022";4;0;0;"never";NA;NA;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished before 1980 (old)";1;30;"heating oil";"no";"somewhat worried";"5";"5";"5";17.92;44.806;8;"emissions have changed";"no";"8";"8"
2711;1960;"female";"vocational apprenticeship, vocational school, secondary vocational school";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"part time";NA;NA;NA;NA;22;22;NA;NA;NA;NA;NA;NA;NA;NA;"4 days";NA;"yes, 1 days per week";"strongly agree";"agree";"strongly agree";"strongly agree";"agree";"strongly agree";"strongly agree";"strongly agree";"agree";"agree";"4";"fair";"2001 to 4000 chf";"8001 to 10000 chf";"yes";"i own a car";"petrol (gas) engine";"compact hatchback (eg vw polo, skoda fabia, renault zoe)";"12000";14000;"never";NA;NA;NA;NA;NA;NA;NA;NA;"selected";"i have not flown and do not plan to fly in 2022";NA;NA;NA;"several times a month";1;48;"e-bike (up to 500w engine and electric assistance up to 25km / h)";"flexitarian (eg limited meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"flat / apartment";"built / refurbished since 2010";2;89;"natural gas";"no";"very worried";"8";"6";"4";13.69;618.685;140;"emissions have changed";NA;"8";"5"
